RegistroANS;Trimestre;Ano;ValorDespesas
306045;Q1;2025;2400976.28
419427;Q1;2025;14305920.69
422371;Q3;2025;27807812.53
300136;Q2;2025;57581994.7
414581;Q2;2025;97183151.35
314587;Q3;2025;33325017.72
351407;Q2;2025;59271435.7
365530;Q1;2025;11108192.56
348261;Q3;2025;36696490.05
304131;Q3;2025;87696762.78
331341;Q2;2025;111525315.5
421731;Q2;2025;27431837.35
381144;Q3;2025;4240096.24
344362;Q1;2025;48340989.73
311944;Q2;2025;15646372.44
423572;Q3;2025;1558567.99
330264;Q2;2025;57746445.34
301574;Q1;2025;52519092.22
370568;Q1;2025;1538227.54
345318;Q2;2025;9705056.93
420816;Q2;2025;1393700.89
346004;Q3;2025;15085246.81
313211;Q1;2025;30683296.16
304212;Q3;2025;13298791.72
342386;Q1;2025;8622727.49
348180;Q3;2025;286564805.93
384577;Q3;2025;528228306.55
358436;Q1;2025;4243315.52
413747;Q2;2025;2010709.24
343684;Q3;2025;42695223.99
321044;Q2;2025;503949903.02
315729;Q1;2025;150834801.75
327328;Q3;2025;929642.14
304441;Q2;2025;8312125.58
364860;Q3;2025;132279478.68
357260;Q1;2025;47107424.96
390259;Q1;2025;2039707.43
367087;Q2;2025;145430299.19
318388;Q2;2025;54146881.87
374440;Q2;2025;17598466.37
370681;Q3;2025;136490019.79
418072;Q1;2025;537026.11
306762;Q2;2025;84686163.51
362140;Q1;2025;23619999.1
343056;Q2;2025;2105135.22
301949;Q1;2025;164878813.67
357669;Q3;2025;14572073.87
408034;Q3;2025;2951436.44
370711;Q3;2025;4250320.34
423335;Q1;2025;10834023.47
355593;Q2;2025;24660019.89
416525;Q3;2025;7104349.5
408522;Q2;2025;781012.95
364312;Q1;2025;79962147.88
415901;Q2;2025;691057.47
350249;Q2;2025;155659028.21
321958;Q3;2025;243376663.66
417475;Q3;2025;6949073.09
406937;Q1;2025;5185012.86
413372;Q2;2025;9498602.3
319422;Q2;2025;41548469.42
419010;Q2;2025;204575307.07
416398;Q3;2025;52513648.65
411256;Q2;2025;236001438.97
328375;Q3;2025;20579153.67
369292;Q2;2025;185991846.62
313084;Q1;2025;11311383.14
363189;Q1;2025;2696168.82
363391;Q3;2025;5007333.9
328537;Q3;2025;119609092.34
304484;Q2;2025;28439641.78
414310;Q3;2025;88520000.22
324345;Q2;2025;68786259.63
303739;Q2;2025;102694500.88
411752;Q1;2025;55536303.01
335215;Q1;2025;31074591.17
346870;Q1;2025;2233707.87
300713;Q1;2025;29005674.43
337561;Q1;2025;3955105.21
343129;Q2;2025;14133027.3
382281;Q3;2025;3713102.88
323268;Q2;2025;187318817.04
423408;Q1;2025;376454.29
006246;Q1;2025;6360692010.44
340782;Q2;2025;372255298.5
303976;Q1;2025;376347317.08
313751;Q3;2025;31089023.19
310247;Q3;2025;207270429.13
331104;Q3;2025;2153499.99
418803;Q3;2025;68505495.58
414212;Q3;2025;18600082.65
351270;Q2;2025;17572258.72
415774;Q2;2025;79712426.36
354678;Q2;2025;8163449.28
413534;Q2;2025;452220137.34
411582;Q1;2025;14113163.94
000582;Q1;2025;1319460931.64
342343;Q1;2025;11509174.61
354279;Q3;2025;57950655.55
359777;Q3;2025;187275247.3
420930;Q2;2025;694498.78
346276;Q2;2025;141703044.4
422070;Q1;2025;13257333.35
319708;Q2;2025;131388109.08
355151;Q3;2025;256078391.66
412295;Q2;2025;33568627.1
351776;Q1;2025;7138221.99
359017;Q2;2025;5088413413.39
306886;Q2;2025;262622379.14
369411;Q2;2025;78455114.47
312363;Q3;2025;3613776150.41
350494;Q1;2025;19879556.17
337871;Q3;2025;148817003.55
344451;Q1;2025;4738924.19
307319;Q1;2025;60966577.25
338648;Q1;2025;54412445.11
360244;Q3;2025;212572129.27
409791;Q2;2025;2815932.59
359661;Q3;2025;1859257411.31
414492;Q2;2025;86997267.79
312282;Q3;2025;33493963.56
423645;Q3;2025;346302.82
342611;Q1;2025;23187871.73
316873;Q3;2025;103379946.3
416401;Q3;2025;159653091.64
367095;Q2;2025;193003900.93
415936;Q2;2025;21454767.68
301744;Q1;2025;16823670.56
347604;Q2;2025;4443066.6
353060;Q3;2025;188423146.25
306398;Q3;2025;445493766.69
335657;Q3;2025;21929768.18
422088;Q1;2025;1006362.67
325571;Q2;2025;502540169.29
335258;Q1;2025;5463962.69
318299;Q2;2025;126204442.79
422487;Q3;2025;7198961.15
414573;Q2;2025;37735628.89
419591;Q3;2025;4566553.13
417599;Q3;2025;67810657.23
311961;Q2;2025;62821078.86
370592;Q3;2025;12807026.87
319121;Q3;2025;450016502.85
312851;Q2;2025;419456070.52
415243;Q3;2025;3449971.84
365785;Q3;2025;3540336.53
350699;Q1;2025;25783800.63
304123;Q3;2025;39310678.2
323993;Q3;2025;134659103.16
316148;Q2;2025;52876188.88
317144;Q2;2025;1299527482.81
327417;Q3;2025;191973932.28
333867;Q2;2025;7004477.57
423564;Q3;2025;913832.35
419753;Q3;2025;6190499.94
317632;Q1;2025;79274881.76
368253;Q2;2025;5321963752.13
414654;Q2;2025;3145181.67
406945;Q3;2025;39924860.79
417831;Q3;2025;2861907.62
422029;Q1;2025;61580643.9
352683;Q1;2025;60148720.57
328375;Q2;2025;13139705.05
324299;Q2;2025;15805941.1
343676;Q2;2025;30653315.03
422762;Q2;2025;10363465.64
311391;Q1;2025;2769928.51
331341;Q1;2025;53688518.88
340251;Q2;2025;36737829.18
422088;Q3;2025;2485439.08
324213;Q3;2025;2527176.23
320897;Q1;2025;18974640.65
320251;Q2;2025;105586275.1
420123;Q3;2025;6426167.13
333662;Q2;2025;86851998.62
354627;Q2;2025;24641486.35
354783;Q2;2025;172182021.89
333875;Q3;2025;40177959.53
321087;Q3;2025;44163540.23
413534;Q3;2025;684633022.22
354562;Q2;2025;99444680.36
419516;Q1;2025;7489460.18
369292;Q3;2025;282111797.35
304484;Q3;2025;44978313.99
312851;Q1;2025;207320407.07
423548;Q3;2025;8827553.17
340782;Q1;2025;164452269.46
412015;Q1;2025;845364.74
392804;Q1;2025;95285979.76
303844;Q2;2025;22115733.49
327638;Q3;2025;14158542.98
418501;Q1;2025;2688043.91
414581;Q1;2025;46240321.37
423441;Q2;2025;3726339.74
421359;Q3;2025;12024314.37
311294;Q3;2025;129834469.58
362832;Q2;2025;16690374.25
358282;Q1;2025;9339469.38
310981;Q2;2025;6604255.39
418731;Q3;2025;58072682.95
302228;Q2;2025;13574824.45
354031;Q3;2025;388222646.03
355577;Q2;2025;34241391.59
416738;Q3;2025;64133260.6
350699;Q3;2025;94794780.13
354619;Q3;2025;26496738.32
408034;Q2;2025;2052948.83
402966;Q1;2025;4778254.29
343684;Q1;2025;13146366.8
358339;Q2;2025;3034540.97
306100;Q3;2025;118061681.95
344184;Q2;2025;2351240.59
409405;Q3;2025;2393474.47
346004;Q1;2025;4283389.41
412295;Q3;2025;48791665.88
423335;Q2;2025;23568362.8
307319;Q2;2025;130213893.63
416525;Q2;2025;4837330.83
424170;Q2;2025;763390.55
352519;Q2;2025;8253237.64
423645;Q1;2025;252458.74
420786;Q3;2025;20435088.44
316849;Q1;2025;1680720.58
303267;Q1;2025;103538271.68
316903;Q2;2025;256616.39
309087;Q1;2025;16711245.28
359122;Q3;2025;73888738.05
342084;Q1;2025;322176162.17
311359;Q3;2025;71061792.08
411809;Q1;2025;2739619.16
313751;Q1;2025;9347029.92
303976;Q3;2025;1139055607.54
407011;Q3;2025;2607537.21
334243;Q1;2025;1552783.22
342955;Q1;2025;935937.41
328308;Q1;2025;9871010.1
365530;Q3;2025;35182259.23
422398;Q2;2025;45361007.56
359661;Q1;2025;555479030.68
322326;Q3;2025;8237804.91
347604;Q1;2025;2027886.48
336858;Q3;2025;72329783.97
385255;Q2;2025;76470383.97
423564;Q1;2025;182561.22
351202;Q2;2025;398218212.97
421341;Q1;2025;22284895.52
343889;Q3;2025;4280319036.36
363855;Q1;2025;23347197.14
423203;Q1;2025;1695054.63
353027;Q2;2025;34321821.64
360414;Q3;2025;47523235.92
347825;Q1;2025;2540263.96
413267;Q1;2025;818489.09
343463;Q1;2025;17891827.33
423912;Q3;2025;392745.75
314218;Q1;2025;169576703.73
343153;Q2;2025;6327361.75
419958;Q1;2025;7583405.57
327557;Q3;2025;79020326.76
318213;Q1;2025;9578642.82
306754;Q1;2025;9584541.37
333808;Q2;2025;28263780.19
420077;Q1;2025;68954286.56
411582;Q3;2025;43380301.26
322890;Q1;2025;1184197.53
314587;Q2;2025;21543354.74
355691;Q1;2025;142581327.02
357022;Q2;2025;42811766.22
304531;Q1;2025;2403405.88
361593;Q2;2025;5917346.12
422754;Q3;2025;548509.12
411868;Q3;2025;6868971.96
373109;Q3;2025;3123590.18
417548;Q1;2025;43585275.35
335541;Q3;2025;45585846.42
388092;Q2;2025;5542158.64
419419;Q3;2025;28396277.67
303623;Q2;2025;397267913.01
415944;Q3;2025;117684.33
415910;Q1;2025;621218.84
357391;Q3;2025;1459999048.2
382639;Q2;2025;1060725.2
323357;Q1;2025;15769796.59
330892;Q3;2025;16823210.52
422631;Q2;2025;43188352.46
330809;Q2;2025;48511071.58
349712;Q1;2025;78313550.58
361569;Q3;2025;10568814.3
304344;Q3;2025;68108512.32
000515;Q3;2025;14906323.44
323942;Q3;2025;29396832.57
417131;Q3;2025;1741035.88
346209;Q1;2025;30302387
406805;Q1;2025;5137807.63
304883;Q1;2025;59072644.98
378216;Q1;2025;15362307.3
415081;Q2;2025;1214887.52
412252;Q1;2025;5821498.98
365645;Q3;2025;4147627.69
325465;Q1;2025;8838786.07
319180;Q2;2025;27088291.44
339679;Q3;2025;4879495499.11
311944;Q3;2025;24707811.03
335479;Q1;2025;98634264.65
305928;Q3;2025;5430331.87
421944;Q3;2025;40651897.45
325465;Q3;2025;26819849.93
424048;Q2;2025;2202235.11
344800;Q2;2025;154330703.92
311375;Q3;2025;160989041.33
413721;Q1;2025;7471200.33
422681;Q2;2025;42864445.5
418820;Q2;2025;22459290.15
414026;Q3;2025;4963282.52
421154;Q1;2025;10975343.38
346209;Q3;2025;86736471.66
423629;Q1;2025;3307898.92
420000;Q2;2025;31779237.77
372561;Q3;2025;61585604.35
005711;Q2;2025;15580421309.02
319384;Q3;2025;124976371.79
418137;Q1;2025;6156864.69
304441;Q1;2025;4103796.56
419079;Q2;2025;27551.21
349712;Q3;2025;254777293.13
315729;Q2;2025;313049009.75
325571;Q1;2025;238177897.83
407534;Q1;2025;478448.91
344397;Q3;2025;274945565.74
324523;Q2;2025;2616.66
312720;Q1;2025;156380661.87
355151;Q2;2025;169140759.33
423629;Q3;2025;13396673.71
305421;Q3;2025;2674955.91
370681;Q1;2025;43849936.43
423262;Q3;2025;197306.18
327352;Q3;2025;21903269.05
319121;Q2;2025;283035736.05
414352;Q2;2025;66826703.71
417815;Q3;2025;49586350.2
409634;Q2;2025;4541562.43
301728;Q1;2025;13746674.5
314366;Q2;2025;1684838.61
371254;Q1;2025;189073136.2
350346;Q2;2025;10279336.42
418650;Q3;2025;120503553.87
346659;Q2;2025;3836944482.05
313475;Q2;2025;6745471.91
344397;Q1;2025;90339321.23
345709;Q2;2025;61072346.01
423181;Q3;2025;205684.38
324361;Q2;2025;123819747.83
316148;Q3;2025;83794074.05
423262;Q1;2025;129517.18
369659;Q3;2025;397428664.8
420981;Q2;2025;3395318.81
337374;Q2;2025;139606377.69
363286;Q1;2025;11542431.38
350371;Q2;2025;120096501.75
317632;Q2;2025;165782544
372609;Q2;2025;116823323.02
323357;Q3;2025;53476382.58
367613;Q3;2025;7269409.53
385620;Q3;2025;33809968.08
325571;Q3;2025;789562113.14
340162;Q3;2025;2499403.42
354996;Q3;2025;24689552.66
370592;Q2;2025;8333682.65
347604;Q3;2025;6933909.5
360414;Q1;2025;15225102.2
307751;Q1;2025;26734013.09
335479;Q3;2025;301736996.64
421154;Q3;2025;40517696.7
416398;Q2;2025;33487985.95
418129;Q2;2025;3325647.23
329665;Q3;2025;25494375.89
311375;Q1;2025;50162582.39
417106;Q1;2025;571094.06
352314;Q2;2025;42490140.73
347736;Q2;2025;18386511
418919;Q2;2025;23324463.11
331988;Q3;2025;354556305.35
330281;Q2;2025;23581922.7
337668;Q1;2025;140377218.56
407534;Q3;2025;2049742.37
360783;Q2;2025;6135987.2
303739;Q3;2025;157841647.66
336106;Q2;2025;171855305.63
342611;Q2;2025;58774072.53
314706;Q3;2025;9599511.65
335614;Q2;2025;737351163.02
403962;Q3;2025;46627267.3
342955;Q3;2025;3054185.52
417475;Q2;2025;4558960.5
366561;Q3;2025;230817392.01
408026;Q3;2025;4135114.55
417131;Q1;2025;389613.02
000701;Q2;2025;2551076194.89
312347;Q1;2025;36898177.25
414212;Q2;2025;12261047.37
370088;Q2;2025;30712263.65
318035;Q3;2025;43722355.9
333875;Q1;2025;12708670.32
357669;Q2;2025;9749995.7
341941;Q2;2025;8694164.83
368148;Q2;2025;35103004.51
418731;Q1;2025;17244812.56
416690;Q2;2025;37941418.35
354678;Q3;2025;13125764.23
420093;Q1;2025;1046807.97
390259;Q2;2025;4160277.75
312592;Q3;2025;84054732.52
343463;Q3;2025;58605961.72
360449;Q1;2025;281513464.45
321087;Q1;2025;12431292.61
413372;Q3;2025;15233340.95
304051;Q3;2025;90181493.75
418374;Q1;2025;24766876.79
328537;Q2;2025;76296850.6
423548;Q1;2025;2745276.81
353264;Q2;2025;12387997.38
357391;Q1;2025;456988550.14
417530;Q1;2025;79987529.2
318388;Q1;2025;24068168.69
382281;Q2;2025;2150032.24
420123;Q1;2025;2214820.09
421642;Q3;2025;756463.52
305626;Q3;2025;21171749.18
356123;Q3;2025;119177722.54
367087;Q3;2025;227670425.26
418218;Q1;2025;817683.67
355691;Q3;2025;465709974.66
357715;Q1;2025;9581090.21
415626;Q3;2025;20649307.54
352683;Q3;2025;197136701.3
320706;Q3;2025;309801384.8
410292;Q2;2025;35021919.47
320862;Q3;2025;78084221.99
416801;Q1;2025;19055098.88
335754;Q2;2025;53608417.99
415944;Q1;2025;25919.95
420158;Q1;2025;21220219.27
304212;Q2;2025;6535127.64
416584;Q2;2025;22439428.38
337871;Q1;2025;50162417.12
327417;Q1;2025;59455534.98
414387;Q3;2025;4475875.23
321931;Q1;2025;8716081.01
337668;Q3;2025;405431554.69
355721;Q3;2025;657186831.91
335541;Q1;2025;19215848.32
408026;Q1;2025;1008044.92
371777;Q1;2025;30735792.89
370975;Q2;2025;26558446.92
415910;Q3;2025;1842852.61
363855;Q3;2025;71260053.41
322326;Q1;2025;2646384.94
419419;Q1;2025;8154111.43
304531;Q3;2025;7285855.03
311618;Q1;2025;26637627.99
402206;Q1;2025;5299613.7
356476;Q1;2025;30663429.02
417599;Q2;2025;46133390.26
422771;Q2;2025;33226456.49
420930;Q1;2025;637492.58
407011;Q1;2025;1671527.09
368555;Q2;2025;13722210.82
408794;Q2;2025;14991126.78
339954;Q1;2025;158596069.24
311391;Q3;2025;8234286.75
331341;Q3;2025;172182117.04
320838;Q1;2025;225171.17
423408;Q3;2025;327538.66
321044;Q1;2025;245019635.12
420271;Q2;2025;8605719.04
321125;Q1;2025;4786366.8
409405;Q1;2025;895068.22
382540;Q2;2025;50891781.88
314781;Q3;2025;23979498.25
306398;Q2;2025;288261820.87
420786;Q1;2025;6266876.95
335657;Q1;2025;6364905.83
301744;Q3;2025;49086995.32
408263;Q3;2025;7845656.88
380661;Q1;2025;89408933.66
355097;Q1;2025;205749484.27
310239;Q1;2025;5737112.64
413721;Q3;2025;24058481.4
417220;Q2;2025;1259102.52
342556;Q3;2025;188117731.42
354279;Q2;2025;39358062.08
351776;Q3;2025;21770578.56
410128;Q3;2025;32595645.69
367397;Q2;2025;157118637.65
363189;Q3;2025;7523037.02
352331;Q3;2025;896361882.13
352586;Q1;2025;16759328.02
336858;Q1;2025;20513161.55
343129;Q3;2025;22051865.38
316849;Q3;2025;6654831.48
328308;Q3;2025;34212888.61
320510;Q3;2025;20458826.55
329886;Q3;2025;77936042.79
389358;Q1;2025;2470049.83
404241;Q2;2025;7846185.33
361461;Q3;2025;60862057.42
406937;Q2;2025;10724277.58
415901;Q1;2025;352014.83
338648;Q3;2025;132672755.59
413518;Q3;2025;16190446.15
419516;Q3;2025;22577743.58
312282;Q1;2025;9660599.3
343331;Q2;2025;40504220.9
414689;Q3;2025;93261.5
414701;Q3;2025;6581015.27
323942;Q1;2025;8882598.89
358096;Q2;2025;46823265.49
346926;Q2;2025;669999806.91
331872;Q2;2025;321175784.98
415693;Q1;2025;39521298.6
421359;Q1;2025;3616294.03
369292;Q1;2025;88104666.43
418803;Q1;2025;20938135.77
318566;Q2;2025;70797934.98
421618;Q1;2025;1358108.8
422941;Q3;2025;2840
369659;Q1;2025;122585549.87
422070;Q3;2025;46688913.46
340782;Q3;2025;557379598.59
422835;Q3;2025;12199345.8
364592;Q2;2025;27675412.43
300730;Q2;2025;1774307.22
316997;Q2;2025;3162872.22
304468;Q3;2025;93148957.31
350494;Q3;2025;65299890.58
413160;Q2;2025;23827795.48
342157;Q2;2025;6574826.09
342131;Q1;2025;7008542.91
420701;Q2;2025;16431184.17
386901;Q2;2025;15752030.06
395480;Q1;2025;18062624.47
364312;Q3;2025;262206415.06
419591;Q1;2025;1582541.58
304123;Q1;2025;12214557.38
313084;Q3;2025;35874977.47
316458;Q2;2025;14080335.54
365777;Q1;2025;15650515.86
418650;Q1;2025;36316706.48
348082;Q2;2025;132312800.95
364070;Q1;2025;6745701.11
304701;Q3;2025;2463946680.97
319384;Q1;2025;40914121.83
419249;Q1;2025;119085600.76
324159;Q2;2025;35078427.44
329355;Q1;2025;11027809.05
310522;Q3;2025;168212837.87
317896;Q1;2025;8922170.38
370711;Q1;2025;1280323.88
356581;Q3;2025;43700437.67
357260;Q3;2025;150897358.14
339458;Q1;2025;1084975.51
328294;Q2;2025;49881926.88
348244;Q2;2025;46575840.02
354325;Q2;2025;38790625.92
321273;Q2;2025;291783449.5
325082;Q3;2025;10916185.09
411248;Q3;2025;4063880.58
349682;Q1;2025;71064789.46
331104;Q1;2025;1084699.55
379956;Q3;2025;1779106041.96
406813;Q2;2025;2009974.72
317233;Q1;2025;67366195.08
421723;Q3;2025;1722966.08
378216;Q3;2025;46491568.89
331317;Q2;2025;155878676.5
342203;Q2;2025;9153189.58
301574;Q2;2025;113227731.13
348295;Q3;2025;862959211.14
358053;Q2;2025;52671288.44
304131;Q2;2025;56513705.71
366439;Q1;2025;3954909.93
311472;Q3;2025;4262970.73
407224;Q2;2025;2476565.63
419753;Q1;2025;1967815.52
308811;Q2;2025;18174217.92
306754;Q3;2025;33069795.28
311359;Q1;2025;20740389.38
371629;Q2;2025;92237289.64
311057;Q3;2025;272538.71
423572;Q2;2025;362424.88
000515;Q1;2025;7096486.67
421006;Q2;2025;29923887.01
414662;Q1;2025;3299209.22
370568;Q3;2025;6060637.8
422959;Q3;2025;3777397.11
417211;Q3;2025;53984001.84
301949;Q3;2025;549197675.81
345318;Q3;2025;14734120.11
302147;Q2;2025;2914273233.25
309222;Q2;2025;1012863450.12
311944;Q1;2025;7795606.64
368920;Q2;2025;43504780.43
409286;Q2;2025;217777.61
410624;Q2;2025;4560664.05
343765;Q1;2025;7160791.16
371564;Q3;2025;25422787.71
321320;Q1;2025;7167731.59
422321;Q3;2025;49963243.52
354031;Q1;2025;124873997.5
417955;Q3;2025;54269827.41
412759;Q1;2025;6708834.7
325236;Q2;2025;44461237.13
323004;Q2;2025;8177959.81
366340;Q1;2025;11926751.98
394734;Q3;2025;54739285.7
300713;Q3;2025;89704349.77
343064;Q1;2025;21907361.5
335258;Q3;2025;17130658.61
327468;Q2;2025;11773260.33
301124;Q3;2025;26502244
335690;Q2;2025;1549840122.49
318213;Q3;2025;34893158.75
359289;Q2;2025;84438118.82
419427;Q2;2025;30148713.41
353060;Q1;2025;59400741.43
422746;Q2;2025;1658864.41
303356;Q3;2025;398578039.15
353876;Q2;2025;19503596.98
408093;Q2;2025;1599671.16
313149;Q2;2025;3506367.1
347507;Q3;2025;165412888.14
314242;Q3;2025;33842906.44
354066;Q1;2025;94217661.51
401081;Q2;2025;56984978.57
345598;Q2;2025;110436018.94
402001;Q1;2025;2644589.97
330108;Q1;2025;27653378.26
423319;Q2;2025;25515941.1
422827;Q2;2025;13504683.72
319872;Q3;2025;3253866.41
417491;Q2;2025;3450053.53
330566;Q1;2025;25730239.27
418170;Q2;2025;178400198.27
315044;Q1;2025;50566835.02
352543;Q1;2025;34153131.6
350770;Q3;2025;3574500.04
343889;Q1;2025;1326993867.4
323055;Q3;2025;46354582.89
323926;Q3;2025;68046734.27
335789;Q2;2025;11800819.33
364584;Q1;2025;103136112.49
419141;Q2;2025;59162001.33
385697;Q2;2025;204966211.2
333051;Q3;2025;188363295.87
409413;Q2;2025;6851326.8
314251;Q2;2025;36049672.38
326500;Q2;2025;188905557.01
415014;Q3;2025;60708665.49
424188;Q2;2025;1197155075.33
325031;Q2;2025;40813292.95
323080;Q3;2025;3642687401.92
353698;Q1;2025;3911941.16
413330;Q2;2025;18881426.49
303178;Q2;2025;33736120.5
421561;Q3;2025;611619.34
387185;Q2;2025;14269458.03
421928;Q3;2025;350509294.33
341819;Q1;2025;77318.87
422053;Q3;2025;0.17
361615;Q2;2025;54001169.81
386596;Q1;2025;30440159.68
345776;Q3;2025;42009205.62
321958;Q1;2025;73818216.45
414310;Q1;2025;27174540.52
418226;Q2;2025;5432162.78
365238;Q1;2025;17636719.4
350648;Q2;2025;16736802.08
412635;Q1;2025;5901435.79
421642;Q1;2025;225.39
417505;Q2;2025;289240007.85
318388;Q3;2025;86564584.43
422355;Q2;2025;1563711.3
418218;Q3;2025;3661818.59
415626;Q1;2025;5852962.1
317896;Q2;2025;17663384.22
329355;Q2;2025;24071189.44
354511;Q3;2025;117645144.65
368253;Q1;2025;2237412102.98
320862;Q1;2025;23954745.69
330264;Q3;2025;90221474.88
421189;Q2;2025;1922492.24
326305;Q1;2025;5320013593.04
304395;Q1;2025;27739091.64
324345;Q1;2025;32602982.87
348082;Q1;2025;67637898.84
384704;Q2;2025;13330213.24
358754;Q1;2025;15150464.97
421421;Q1;2025;61558843.68
313084;Q2;2025;23249455.32
335215;Q2;2025;67688771.51
316881;Q2;2025;69770489.64
364860;Q2;2025;82650848.94
311715;Q1;2025;33784242.51
343331;Q3;2025;61248746.56
412058;Q1;2025;8042144.72
319422;Q1;2025;19734307.55
344362;Q2;2025;97444857.47
302627;Q3;2025;32103820.24
006246;Q2;2025;12991834225.43
303739;Q1;2025;49698090.18
305626;Q1;2025;6372970.05
315265;Q2;2025;36081383.6
422371;Q1;2025;7059441.54
321273;Q3;2025;448106711.89
317144;Q3;2025;1994659926.54
304468;Q1;2025;29450789.28
321044;Q3;2025;775645700.49
413283;Q3;2025;3720789.1
367087;Q1;2025;70120455.42
322831;Q3;2025;73450883.32
329886;Q1;2025;23629570.34
312363;Q2;2025;2395955826.02
381144;Q1;2025;1262773.79
335657;Q2;2025;14193274.38
411256;Q1;2025;117779074.5
323993;Q1;2025;43696113.83
386901;Q1;2025;6608296.55
343404;Q3;2025;1459835.2
364312;Q2;2025;169798622.11
365785;Q1;2025;1086154.28
312592;Q1;2025;25704190.69
415901;Q3;2025;1003844.53
315478;Q3;2025;1205277865.35
374440;Q1;2025;8554336.25
408522;Q1;2025;343968.47
309907;Q2;2025;67663031.69
344729;Q2;2025;71765195.48
316873;Q2;2025;66801643.63
417599;Q1;2025;23245064.99
416568;Q2;2025;77840876.32
414905;Q1;2025;3930553.55
415774;Q1;2025;39409187.52
360244;Q2;2025;140666778.13
355097;Q2;2025;447034164.11
414662;Q3;2025;10842645
324477;Q3;2025;229483733.91
366064;Q1;2025;15822774.97
311847;Q3;2025;265639407.1
416568;Q1;2025;39208907.06
408093;Q1;2025;902576.17
422584;Q1;2025;4724455.75
317012;Q1;2025;14434089.38
421634;Q1;2025;1120459.57
336017;Q1;2025;1646750.07
371564;Q2;2025;17237308.77
351270;Q3;2025;27363816.27
319708;Q1;2025;63831016.35
310239;Q2;2025;11611087.22
347795;Q2;2025;2929651.58
304441;Q3;2025;12213076.08
419699;Q2;2025;20909502.19
421928;Q1;2025;91207494.34
339954;Q2;2025;328527767.11
000582;Q2;2025;2885892838.06
314315;Q2;2025;6510668.7
420816;Q3;2025;2099745.5
414930;Q1;2025;23781357.41
409243;Q1;2025;43198704.21
348180;Q2;2025;194996159.54
414387;Q1;2025;1396303.55
312363;Q1;2025;1185440919.63
331872;Q3;2025;493505594.06
345318;Q1;2025;4458242.11
336831;Q1;2025;30826123.79
357715;Q2;2025;19859327.66
356123;Q2;2025;74675062.89
382655;Q3;2025;5105725.11
381144;Q2;2025;2618186.23
422771;Q1;2025;13980899.16
417211;Q2;2025;34430645.96
422151;Q3;2025;14541059.27
312126;Q3;2025;1695873845.46
320838;Q2;2025;482526.64
314099;Q3;2025;163903679.15
346951;Q2;2025;32761897.47
350141;Q3;2025;1069577610.78
343056;Q1;2025;1014204.06
356581;Q1;2025;14803024.07
417955;Q1;2025;14884275.22
418749;Q2;2025;3225241.59
315567;Q2;2025;92627693.39
423815;Q2;2025;42489.27
320510;Q2;2025;15034284.94
409243;Q2;2025;87489264.33
330566;Q3;2025;88769778.33
355721;Q1;2025;203235488.18
360449;Q2;2025;593578726.41
335754;Q1;2025;26705614.17
330116;Q2;2025;22438406.43
420051;Q2;2025;250403.13
363391;Q1;2025;1719222.12
422380;Q2;2025;4309234.67
362140;Q3;2025;68025380.83
315796;Q1;2025;106013723.71
365777;Q2;2025;34503574.49
412252;Q3;2025;20458473.34
318035;Q1;2025;13766861.42
421197;Q2;2025;49023885.34
327689;Q1;2025;252571793.11
421944;Q1;2025;13447817.12
335215;Q3;2025;106282788.27
360244;Q1;2025;69895466.5
371106;Q3;2025;162989562.81
382281;Q1;2025;788933.35
407569;Q1;2025;1699489.76
419028;Q1;2025;662811.41
416495;Q1;2025;17911315.86
345741;Q2;2025;1788598.6
315478;Q2;2025;784078399.3
322831;Q2;2025;45949032.26
347108;Q2;2025;25411657.05
408794;Q3;2025;23556806.29
000701;Q3;2025;3977157127.83
340952;Q1;2025;104047887.9
423203;Q3;2025;2751278.58
309028;Q3;2025;9656015.65
361569;Q1;2025;4060608.92
415243;Q2;2025;2187146.26
344362;Q3;2025;146384165.34
414654;Q3;2025;4822198.62
421618;Q2;2025;2793703.73
422053;Q2;2025;0.17
420093;Q2;2025;2027600.96
323993;Q2;2025;87455525.2
341941;Q1;2025;4217950.77
311961;Q1;2025;32952688.4
358436;Q2;2025;9089338.97
386596;Q2;2025;54324591.2
309028;Q1;2025;3091834.96
313971;Q3;2025;36918032.69
380661;Q3;2025;241725766.71
314315;Q3;2025;10293846.15
329339;Q2;2025;152730545.52
423815;Q1;2025;5582.14
409791;Q1;2025;1499217.31
350648;Q3;2025;26327135.45
315796;Q2;2025;225075974.23
319872;Q2;2025;2179878.38
417220;Q3;2025;1990219.6
407569;Q3;2025;5078171.33
419028;Q3;2025;2384196.45
327468;Q1;2025;6258289.07
394734;Q2;2025;37501515.75
389358;Q3;2025;15283596.29
406481;Q3;2025;66926139.62
415014;Q2;2025;44827462.65
413429;Q1;2025;4861957.51
410292;Q3;2025;56864346.84
348261;Q1;2025;11090679.98
422339;Q2;2025;183961958.04
348830;Q3;2025;168066113.01
353876;Q3;2025;29040868.69
312126;Q2;2025;1094488681.21
351407;Q1;2025;31111696.36
321125;Q3;2025;15212795.95
312282;Q2;2025;20166934.09
367095;Q1;2025;90890953.58
359017;Q3;2025;7761739658.56
338648;Q2;2025;85910621.07
313149;Q3;2025;5475729.97
418994;Q1;2025;152781.96
343731;Q2;2025;447561043.68
371629;Q3;2025;144449482.02
341819;Q2;2025;67110.06
348180;Q1;2025;99279266.97
